system,policy,length,n_samples,all3_win_rate,ratio_nrmse_q_mean,ratio_nrmse_q_std,imp_nrmse_q_mean,imp_nrmse_q_std,ung_nrmse_q_mean,ung_nrmse_q_std,ratio_nrmse_p_mean,ratio_nrmse_p_std,imp_nrmse_p_mean,imp_nrmse_p_std,ung_nrmse_p_mean,ung_nrmse_p_std,ratio_hamres_mean,ratio_hamres_std,imp_hamres_mean,imp_hamres_std,ung_hamres_mean,ung_hamres_std
3dof,gp,150,100,0.75,0.7882192968716908,0.7325376660144876,0.76,0.42923469599092784,0.587925052863033,0.5266502793154684,0.4052040093432269,0.21778990558453162,0.97,0.1714466079977653,0.1066766181304189,0.2726118950754583,0.20760635498522756,0.2234866990260027,1.0,0.0,0.06122060459572817,0.07546691363986491
3dof,gp,200,100,0.7,1.240182044141318,2.0963224951374375,0.71,0.4560480215720687,0.5918808192649846,0.6392787393672381,0.45670090005624714,0.28505984620184405,0.96,0.19694638556693236,0.0683691405406963,0.07673937794220964,0.2174353625147198,0.23797965473665253,1.0,0.0,0.05307537538930769,0.10179263035699793
3dof,gp,250,100,0.59,1.6377629362655473,2.9837415722071867,0.6,0.49236596391733084,0.39097953926186435,0.415030318043158,0.5843127273430315,0.3643156121504022,0.9,0.30151134457776363,0.08983262389880155,0.18848258864577563,0.21351629760912644,0.2358978530897086,1.0,0.0,0.08602293145377184,0.1557876936852818
3dof,gp,300,100,0.64,1.0814134103993658,1.544005468042461,0.67,0.47258156262526074,0.5365104412592255,0.5458601966482657,0.5246791445183312,0.36401561098552054,0.88,0.3265986323710904,0.06941878854540685,0.08264140371564012,0.16583610502085008,0.18307359659753647,1.0,0.0,0.050708563944790466,0.07200892160735255
3dof,gp,350,100,0.66,0.8927256303423446,0.8298529481305813,0.7,0.4605661864718383,0.45393492979448796,0.42275357544035996,0.640669356072459,0.5644589970028149,0.85,0.35887028128263665,0.09059975934541444,0.16175242330210476,0.2594983434328563,0.2886849090760187,1.0,0.0,0.05056575332768257,0.056288944723333366
3dof,gp,400,100,0.69,1.178874475623561,2.3338707315926515,0.73,0.44619604333847357,0.3958662316224103,0.37474613798675926,0.7859870715003452,0.8700162226314927,0.78,0.41633319989322654,0.17253699035358125,1.0494767176928437,0.16718778023312397,0.18739400609205772,1.0,0.0,0.044443365884944755,0.052320621790114465
3dof,gp,450,100,0.69,0.9292403970047469,1.0292733544308532,0.75,0.4351941398892447,0.43317022624649243,0.42050638235017085,0.664550687623317,0.40842414748537,0.85,0.35887028128263665,0.08892711490143376,0.1034683364726417,0.17433289632056592,0.21839347484690105,1.0,0.0,0.09143169835675505,0.10401799630921234
3dof,gp,500,100,0.66,1.0433237242653033,1.3722840203014335,0.69,0.4648231987117316,0.35535064347948375,0.35115866488868025,0.7554015204115041,0.5101719448402664,0.8,0.40201512610368484,0.0860801137074667,0.1267571931090884,0.17709440441384366,0.17040025671243897,1.0,0.0,0.05154172106878827,0.07074027175824876
3dof,gp,550,100,0.59,1.1668886397620026,1.6208232128663487,0.6,0.4923659639173309,0.36954663524649606,0.4224632456337905,0.7852256121960579,0.5663264295442929,0.8,0.40201512610368484,0.07977924330757481,0.07493478469058545,0.22796267277768603,0.25002398828655337,1.0,0.0,0.0575516579765826,0.0642931817460769
3dof,gp,600,100,0.61,0.9510828116313952,0.7591439885054992,0.67,0.47258156262526096,0.3703637935663419,0.37988235022391303,0.8283770587572761,0.6392826666948468,0.73,0.44619604333847374,0.11658614657633141,0.20936409609635878,0.2668731923296816,0.26963264857557995,0.99,0.09999999999999999,0.06169661071151491,0.07932604753496056
3dof,gp,650,100,0.64,0.9140475877724721,0.799927904877599,0.71,0.45604802157206853,0.36354021013208976,0.39943715198021196,0.7546061937028289,0.4094038368834365,0.78,0.4163331998932266,0.0830921216273656,0.09246867533137496,0.28355916428709255,0.2639892107838211,0.99,0.09999999999999999,0.06294740163022648,0.08875710176259304
3dof,gp,700,100,0.6,1.0909082931676908,1.101473668647089,0.66,0.4760952285695234,0.32745744386507725,0.31178335370643473,0.9309716817456419,0.8753950886220924,0.7,0.46056618647183845,0.10658159137477236,0.1189484468316163,0.3329506578233242,0.26511951588753524,0.99,0.1,0.061100760109256906,0.08729037073690206
3dof,gp,750,100,0.67,0.8703163602456481,0.6235828110104152,0.71,0.4560480215720686,0.2939058173919639,0.2490197232220777,0.8311878987686595,0.514262992034923,0.73,0.44619604333847374,0.09922181798256904,0.1155995015726115,0.30056929254144366,0.25465527719290226,0.99,0.1,0.07304685316048558,0.07278003716987362
3dof,gp,800,100,0.6,0.8536804699967487,0.5025670375583845,0.65,0.4793724854411023,0.3366692407154408,0.31461222444345016,0.8454675008374152,0.4747258066563863,0.69,0.4648231987117317,0.11868958641387793,0.21081151355662803,0.2649596198178104,0.22503288074375255,1.0,0.0,0.07178034234093497,0.07776282486304671
3dof,gp,850,100,0.69,0.942368847389193,1.2344776614548916,0.75,0.4351941398892446,0.31473049335979736,0.3515239693607455,0.8318683806774725,0.5465060531378945,0.77,0.42295258468165065,0.13113775007349726,0.17732878161169552,0.3175449625687528,0.23643969538557463,1.0,0.0,0.06716464421246196,0.07243861380378085
3dof,gp,900,100,0.6,0.9063392805122571,0.5888914760756613,0.69,0.4648231987117316,0.28733088657736755,0.28131756049506607,0.9345655017651024,0.7344912363439831,0.68,0.4688261722621506,0.1283955069920105,0.14001826935882306,0.3030569298129465,0.2325321999651539,0.99,0.09999999999999999,0.0820042975619435,0.08084086775703038
3dof,gp,950,100,0.54,1.0847440266734407,0.693528214219616,0.62,0.48783173121456336,0.3148296411160926,0.2646692442053842,1.079594742179114,0.5802784385842709,0.58,0.49604496374885815,0.14059919581714175,0.21406718706755473,0.3675491467228476,0.24628967900314483,1.0,0.0,0.10751657137647268,0.10875251728263344
3dof,gp,1000,100,0.54,0.9577455406210781,0.5009765762995014,0.65,0.4793724854411023,0.3055614492700625,0.24944794608107618,1.0067459234027138,0.5989395711190515,0.61,0.4902071300001973,0.11845873047613235,0.10716294785359251,0.38044552866361875,0.2793010108722508,0.99,0.1,0.12099211859051134,0.13288255150400038
3dof,sinusoidal,50,100,0.85,0.7030545538378705,0.5380833541034573,0.86,0.3487350880197771,1.042000869625096,0.8802305349205933,0.43973877516667015,0.17019635252701107,0.99,0.09999999999999999,0.519645738259103,1.1437362145362096,0.1957109054341148,0.22045360105502337,1.0,0.0,0.41914478106424213,0.5223785318061632
3dof,sinusoidal,100,100,0.73,0.8836782887558141,0.891305583739599,0.74,0.44084400227680814,0.6601695460063156,0.5229442814404779,0.34745740290540456,0.21072619047362307,0.98,0.14070529413628968,0.1307495009710496,0.18260144381611218,0.191648600753239,0.20988173223158543,1.0,0.0,0.04683368740137662,0.056935324675959444
3dof,sinusoidal,150,100,0.75,0.7621241627959868,0.7367162816511386,0.76,0.4292346959909279,0.6737925350569235,0.741626496595809,0.3734544903881404,0.22499579999585542,0.98,0.1407052941362897,0.10615328603613128,0.16481143439043935,0.14931198429338388,0.20896502677846612,1.0,0.0,0.060392292354954365,0.07565480529938799
3dof,sinusoidal,200,100,0.74,0.7990755452684064,1.1514071969998398,0.77,0.4229525846816507,0.5779550580723796,0.43816775756318116,0.45238058876868836,0.33980163681621534,0.95,0.2190429135575904,0.07620924362011479,0.10730275906962738,0.18395305720427768,0.21518278526758458,1.0,0.0,0.047432001600973266,0.08827062488138424
3dof,sinusoidal,250,100,0.66,1.0722615778459246,1.4275122690632829,0.68,0.4688261722621509,0.4789867171508218,0.45275767354074115,0.574986933584783,0.2845760886546328,0.94,0.2386832565759421,0.06935549148123003,0.11469594045619798,0.17881226055832755,0.2308402039373488,1.0,0.0,0.08836134423734616,0.11148982416328317
3dof,sinusoidal,300,100,0.71,0.927815021620567,1.5658575684365295,0.76,0.4292346959909279,0.4841758728516334,0.4406053770090569,0.5793659187076529,0.6414954167774081,0.91,0.28762349126466136,0.0714454161516664,0.11249832964776739,0.17922656416901883,0.22532479419301743,1.0,0.0,0.04973881772020828,0.06987463265059958
3dof,sinusoidal,350,100,0.58,1.329906531769124,2.0260297940870458,0.64,0.48241815132442184,0.4081520785468019,0.5242805716033938,0.6681085250601062,0.653614770219659,0.85,0.35887028128263665,0.06538619970566054,0.07390523764747856,0.25237361665232705,0.2798747542666333,0.98,0.14070529413628968,0.0492477930686436,0.058553923117824314
3dof,sinusoidal,400,100,0.75,0.7846768767897185,1.0637642051058263,0.81,0.39427724440366246,0.4608735882833714,0.440445565350112,0.6168324174726272,0.5215821229829296,0.86,0.34873508801977693,0.08307564954577698,0.11499200958392368,0.18128420220937216,0.20722205423727405,1.0,0.0,0.05419223504373799,0.06997805519148283
3dof,sinusoidal,450,100,0.7,1.76672799005605,8.823992700720643,0.73,0.44619604333847385,0.40561958338678644,0.40099953678261735,0.7305035075528662,0.6532331777089665,0.82,0.3861229196653691,0.09103730826717653,0.14148117130564714,0.19654806370458172,0.24191629436019824,1.0,0.0,0.07482689404510888,0.0813927146829794
3dof,sinusoidal,500,100,0.73,0.8794505693593573,1.0814819402924805,0.77,0.4229525846816507,0.3556754742411684,0.4456126062083238,0.618021935653889,0.33623302887535456,0.89,0.31446603773522014,0.08304562084144078,0.1317436612201859,0.1978341275625269,0.2308049666228062,1.0,0.0,0.06205662400228898,0.12911104417701394
3dof,sinusoidal,550,100,0.72,0.8967176837243294,1.0319409607768883,0.74,0.44084400227680814,0.34129388855709825,0.3777555637646885,0.6755574159275701,0.4885977192436986,0.8,0.4020151261036849,0.0868140573634179,0.0928076284393428,0.21414462208264046,0.24294380305575994,1.0,0.0,0.058271601579617666,0.06941977822613367
3dof,sinusoidal,600,100,0.76,0.9205926568674996,1.215648493460503,0.78,0.41633319989322665,0.3147744445536975,0.30004049101019004,0.710085301636902,0.5371021545647858,0.83,0.3775251680686369,0.10028107028123392,0.1253897560263772,0.2300487410564292,0.2373496488034085,1.0,0.0,0.06089947445550929,0.0715732946856381
3dof,sinusoidal,650,100,0.74,0.8435513008902811,1.0165673971946947,0.79,0.40936018074033237,0.33341449952088986,0.41400083305041374,0.7199102465166187,0.5207023111229968,0.79,0.4093601807403323,0.075239660454107,0.08957334187919727,0.23115483903427425,0.2410333034549024,0.98,0.1407052941362897,0.05813576466403897,0.07502621164467013
3dof,sinusoidal,700,100,0.65,0.9292887905581497,0.8592976017810198,0.66,0.47609522856952335,0.30493475416857024,0.2387736240683046,0.7248495271615079,0.47720341045016534,0.84,0.3684529491774707,0.1047435279493541,0.10028329104765767,0.2865147677352956,0.2562757790796382,1.0,0.0,0.05352974150096994,0.07112061272357269
3dof,sinusoidal,750,100,0.65,0.8623000064928248,0.5961786745152987,0.69,0.4648231987117318,0.27724911961689036,0.29128016436100956,0.8748739707744099,0.708877669808183,0.74,0.4408440022768081,0.11413043352474467,0.21348001534830105,0.23018772192317377,0.2076596083805132,1.0,0.0,0.07020721283974121,0.0730286916615458
3dof,sinusoidal,800,100,0.68,0.8888349074660996,0.6295633654073534,0.71,0.4560480215720687,0.30593191849608437,0.3062367301932862,0.8469775162526499,0.8247907347810147,0.76,0.4292346959909279,0.17373321121702948,0.653805512181195,0.2619030531012669,0.24447673897347447,0.98,0.1407052941362897,0.07290735196787859,0.08390498638648589
3dof,sinusoidal,850,100,0.63,0.9995399058769039,1.2109713095768284,0.75,0.43519413988924455,0.3243545148007627,0.35711077370512057,0.9373721255176567,0.6967618809344344,0.71,0.4560480215720687,0.11945785114815088,0.17385015721126437,0.2801858542364004,0.26312807865797133,0.99,0.09999999999999999,0.09158284133067351,0.10089103395564213
3dof,sinusoidal,900,100,0.69,0.9385673759130586,0.7320460477036074,0.71,0.4560480215720686,0.26730571842213996,0.261127947256636,0.9086121916733836,0.5910786203051719,0.76,0.42923469599092784,0.094793158534425,0.11360989297837137,0.3042304783921248,0.24691574363049643,1.0,0.0,0.08283605261705812,0.09360635518069832
3dof,sinusoidal,950,100,0.64,0.9554827470344592,0.580634762342683,0.71,0.4560480215720687,0.2816981353138477,0.27694030697723226,0.9069453523692903,0.5331623096186422,0.74,0.44084400227680803,0.11849819297923353,0.12782076000949089,0.32579627822506246,0.2559555668823363,0.99,0.09999999999999999,0.09414821589365598,0.10133646301495922
3dof,sinusoidal,1000,100,0.62,0.8582469576243258,0.4268651900812024,0.7,0.46056618647183817,0.3255777184743871,0.22859370213566343,0.8491908373471502,0.36841265516991595,0.75,0.4351941398892447,0.1512000876123343,0.14721842924291567,0.32809015421352966,0.27288463748891933,0.97,0.1714466079977653,0.12107427635230121,0.13576391726528855
3dof,spline,50,100,0.79,0.7863388297219747,0.6256853624345521,0.8,0.4020151261036848,0.9654821074616574,0.7752739706399769,0.47180325900178544,0.25977531594123265,0.99,0.1,0.5020962960379824,0.8636306891930497,0.24776235559521634,0.26533212759393804,0.99,0.1,0.3997761934809387,0.43257572110771303
3dof,spline,100,100,0.74,0.8761957717759055,0.9918729757288761,0.76,0.42923469599092784,0.6846881674335512,0.6202912614228098,0.37673096236682574,0.2802535458291037,0.95,0.21904291355759034,0.137026227129126,0.34861130692509246,0.21774663473330133,0.21749502881531121,1.0,0.0,0.03566408507060255,0.0384919312549879
3dof,spline,150,100,0.65,1.009383936257969,1.4268909922097532,0.7,0.4605661864718383,0.6440975199115551,0.49626952484340536,0.446125632007796,0.33924622035087604,0.94,0.23868325657594208,0.09662550445922768,0.1807618014955741,0.24902084751825282,0.2738303188595716,0.98,0.14070529413628968,0.05366016600513826,0.058338835570291216
3dof,spline,200,100,0.72,0.9285431247134437,0.9485071137496,0.72,0.45126085985421305,0.5475538717372855,0.5259298755718885,0.44550603914796916,0.31245190084452124,0.95,0.2190429135575904,0.1185926319836032,0.28830224465938786,0.22382960858254833,0.22063812158613658,1.0,0.0,0.049094938570633476,0.06372240976590235
3dof,spline,250,100,0.57,1.3234224221210307,1.867087281419871,0.6,0.49236596391733106,0.41339639970824044,0.35883462126604937,0.6755747212506826,0.3699110791561608,0.87,0.3379976689896311,0.0907225579197335,0.4269155201851481,0.20914628253290718,0.22623481839781692,1.0,0.0,0.08719015665352339,0.13866959100615286
3dof,spline,300,100,0.69,0.8436712728665983,0.7436614271771707,0.75,0.4351941398892447,0.5766570731307307,0.6755962491036894,0.6254919088119617,0.4557029602465494,0.87,0.337997668989631,0.07000410443610522,0.09148022139091944,0.21171818443354248,0.2321577806551099,1.0,0.0,0.053538852322380946,0.06405070355779875
3dof,spline,350,100,0.71,0.8628701842140858,0.8608538430420698,0.72,0.451260859854213,0.4040646801570722,0.29416808540725636,0.6379779511608601,0.47494148117482016,0.87,0.33799766898963113,0.06960834380748988,0.10101722670044329,0.270033676325133,0.26824163347764635,1.0,0.0,0.050032466764096124,0.05071390017152961
3dof,spline,400,100,0.75,0.8177601871751338,0.9528667829860504,0.78,0.4163331998932266,0.3773870571386585,0.3122088225239433,0.6004497584272986,0.4243320273308366,0.87,0.3379976689896311,0.06646231139156523,0.09003292661787807,0.22338687949208022,0.2151079099042545,1.0,0.0,0.04273296916857357,0.05072950485564446
3dof,spline,450,100,0.66,1.0413201958572555,1.2279044445929677,0.67,0.47258156262526085,0.41195271747645174,0.30652510280054013,0.7438683521503117,0.5373888659053229,0.81,0.3942772444036625,0.07618226569804426,0.08346222271890262,0.1935357249964772,0.225384481498383,1.0,0.0,0.08426834321580824,0.08928779917929175
3dof,spline,500,100,0.66,0.8797752065245383,0.8001998207128765,0.73,0.44619604333847374,0.408881619072394,0.46946549123272246,0.7779425995179929,0.5656013751871498,0.77,0.42295258468165065,0.11339379155903805,0.20992222097186086,0.22632069378588185,0.19329755301065843,1.0,0.0,0.05394647354492913,0.060532771280973924
3dof,spline,550,100,0.6,1.1273626941109511,1.272799557281113,0.66,0.47609522856952324,0.3292606229029287,0.332457014505949,0.9640926312500524,0.8627340457386684,0.72,0.45126085985421294,0.0908647836084417,0.09681404118343252,0.2602238117300133,0.22208591688873042,1.0,0.0,0.05915319656021888,0.0602008544552802
3dof,spline,600,100,0.69,1.0300436195548754,1.0714447331451786,0.74,0.4408440022768081,0.3613607661383768,0.3268777222222484,0.8534975262619404,0.6775144554124295,0.79,0.40936018074033237,0.10407830479317863,0.15256529850221057,0.3048735894915798,0.2502364007857497,1.0,0.0,0.06088791260728607,0.0909571228702789
3dof,spline,650,100,0.64,0.9329350826966091,0.7245297550612775,0.67,0.47258156262526074,0.3239117305681029,0.34548171698047997,0.9019329344983485,0.6751867380763921,0.7,0.4605661864718383,0.08932443343215958,0.11539872698859584,0.30763208680773296,0.2581772075949325,0.99,0.09999999999999999,0.0683355184621177,0.09614017316710982
3dof,spline,700,100,0.59,0.9590754602681156,0.7880989096356555,0.67,0.47258156262526085,0.3692835330356257,0.36347794273654593,0.9437931976297516,0.7574486740793333,0.67,0.47258156262526085,0.13560827743025775,0.15196847359934854,0.3430086832966346,0.24050915271423232,1.0,0.0,0.054653477468527806,0.063404768958138
3dof,spline,750,100,0.49,1.2079537315528959,1.5070705954588497,0.51,0.5024183937956914,0.31272029973029936,0.33033346051072193,1.1862612576248122,2.3373685299768163,0.65,0.4793724854411023,0.1166864074133359,0.1573426179212946,0.2899544038478447,0.23409680688488077,0.99,0.09999999999999999,0.06748253074008967,0.06045580090323043
3dof,spline,800,100,0.54,0.9547207138651973,0.5123457840427279,0.62,0.4878317312145635,0.30702804062711914,0.2867496521914214,0.8979169492133237,0.40305458837397096,0.65,0.4793724854411023,0.11810615744820709,0.1381034472130099,0.31109099830423464,0.25618712725426124,1.0,0.0,0.08339706522412593,0.08941609740794676
3dof,spline,850,100,0.48,1.1475862487553044,0.8012846372739008,0.56,0.49888765156985876,0.2962080681781871,0.26496644504762856,1.0185113199800275,0.5329636467097826,0.58,0.49604496374885826,0.11715929425487545,0.15401841967177426,0.32359747923449134,0.23239133891005267,1.0,0.0,0.09025770467706021,0.10526803278552588
3dof,spline,900,100,0.57,1.0767965070029715,0.9014107521182794,0.65,0.47937248544110234,0.3297083998254194,0.31219748421006543,1.0511387728347088,1.3318024702250668,0.66,0.47609522856952324,0.11952531939359842,0.11435277242206147,0.37435273293816157,0.23306572828012717,1.0,0.0,0.07751674925908442,0.06810021947337509
3dof,spline,950,100,0.56,1.018152575982408,0.6259521467809762,0.63,0.4852365870939098,0.32330589966382994,0.3730152114156972,0.9400882384585634,0.6020632092816821,0.66,0.47609522856952335,0.11413879598474372,0.10184115979989693,0.3752477615192862,0.2401337975146846,1.0,0.0,0.09652310376986857,0.09284381236287731
3dof,spline,1000,100,0.58,0.9047092106087387,0.39695058175878595,0.68,0.46882617226215073,0.3504963686127207,0.26402261091822005,0.9346422496730734,0.40368957359610813,0.65,0.47937248544110217,0.12918929201464785,0.09807590729966341,0.370947658773892,0.24813141820301857,1.0,0.0,0.12552618474699553,0.1373073723964431
3dof,zero,50,100,0.79,0.685866045309852,0.48541316105618826,0.81,0.3942772444036626,1.031236566625974,0.7861257657694426,0.6294965789011042,1.5624386497231677,0.98,0.14070529413628968,0.3457806346248561,0.44776837521258195,0.23376694381412097,0.25015634858191127,1.0,0.0,0.480366869661957,0.6311600329423357
3dof,zero,100,100,0.68,0.9835885190502077,0.9839959339503787,0.69,0.4648231987117318,0.7018145635845223,0.5453905182329019,0.35773549617421496,0.2469598974194061,0.98,0.1407052941362897,0.15404200374166938,0.3433041661396847,0.18867403836143437,0.22664013137447458,1.0,0.0,0.042246556535828816,0.04922334231473628
3dof,zero,150,100,0.72,0.9023605701102906,0.984974579948959,0.73,0.44619604333847374,0.6375211369546488,0.5341735641513022,0.35030261435263343,0.20135835372321373,0.99,0.09999999999999999,0.110864653867575,0.2223752292257284,0.15660412257864947,0.2053308370761325,1.0,0.0,0.057152938325889364,0.05296736693691595
3dof,zero,200,100,0.7,0.9180779784135932,0.9969745425898574,0.71,0.45604802157206864,0.6178988644375522,0.6276152126612812,0.4744900379990271,0.4166306349057635,0.97,0.1714466079977653,0.10109317923735409,0.2841007514434373,0.18944562677878887,0.22361958445779032,1.0,0.0,0.05650498418253842,0.15245622154787025
3dof,zero,250,100,0.58,1.4996466487766662,2.719218621439386,0.61,0.4902071300001973,0.4632732701941806,0.43215248410047846,0.6005990407481547,0.5426814358628526,0.93,0.2564323999762428,0.07954716688675377,0.15766705090299052,0.1980775116093305,0.22434021610967733,1.0,0.0,0.08851831713109273,0.15624853853526108
3dof,zero,300,100,0.65,1.0351413400271978,1.411909908304047,0.68,0.4688261722621506,0.6692408416556738,0.8005508949905098,0.5097664576491769,0.38188092355305553,0.89,0.31446603773522014,0.107339216790933,0.22377343109142991,0.16557413563531345,0.21067770765506735,1.0,0.0,0.04866290935780849,0.06264959062256682
3dof,zero,350,100,0.6,1.0145737358903215,0.9948299978244267,0.69,0.4648231987117318,0.5695551887451176,0.8668569651824907,0.6673771843393801,0.5531989539542768,0.81,0.3942772444036626,0.07247240214205888,0.08678571767084216,0.27389432123391866,0.3047995091046518,1.0,0.0,0.059414882998680654,0.06323934192512835
3dof,zero,400,100,0.64,0.8775207189445876,1.413136789394989,0.72,0.451260859854213,0.6164144623069913,0.7249934599170761,0.6355629155996734,0.699466038520681,0.84,0.3684529491774707,0.08708031004776416,0.12497372516466648,0.18288485637344123,0.22681999535453487,1.0,0.0,0.05184137806063513,0.059232033288692296
3dof,zero,450,100,0.7,0.8520197336510664,0.7937713670851568,0.74,0.440844002276808,0.47197208747616254,0.5027592535327287,0.6423358058751235,0.6178753039891463,0.87,0.3379976689896312,0.10674415924491815,0.15475543563394303,0.17545208245588217,0.21581596291614386,1.0,0.0,0.08984142623958175,0.10085580533880886
3dof,zero,500,100,0.64,1.1526636779904214,1.7099721173797167,0.7,0.4605661864718383,0.4518310636268318,0.5914677890317828,0.7726759242522542,0.7590379782624055,0.79,0.4093601807403323,0.08844546478236102,0.14212576456637865,0.1807223941808156,0.19069480066260583,1.0,0.0,0.045001100082881704,0.06824354754908928
3dof,zero,550,100,0.61,1.2666784401586235,1.9997309504119207,0.65,0.4793724854411022,0.4493701019757806,0.5041827384192397,1.0951922564386016,3.532550932601471,0.76,0.42923469599092795,0.08493878713151291,0.09209992577508735,0.22548783013676243,0.2665665281585117,1.0,0.0,0.05289844863698814,0.05740432478034819
3dof,zero,600,100,0.68,1.2369251093956795,1.9641268778765004,0.72,0.4512608598542128,0.38050165079047765,0.34298136765703163,0.7785562799204296,0.7598041945468887,0.78,0.4163331998932266,0.10306293965196169,0.14832229492046173,0.25604317277432004,0.2403154044597916,1.0,0.0,0.052322511533275204,0.07047900666637535
3dof,zero,650,100,0.65,0.860632143717961,0.9401851927429647,0.72,0.45126085985421305,0.3973088945246079,0.4183564864040922,0.8197941664990611,0.9514869982365411,0.78,0.4163331998932266,0.08885702518567715,0.1083916722591957,0.24378917357828903,0.2501646789135722,0.99,0.1,0.058288881757762236,0.08397122760836596
3dof,zero,700,100,0.6,1.0208353757550679,1.0819561780092999,0.69,0.4648231987117318,0.35343685135272,0.319077723336547,1.0302982274352217,2.341051222065162,0.7,0.46056618647183817,0.1308330886815975,0.18818676587595645,0.2936613128993459,0.25679913743372834,1.0,0.0,0.04877929514623243,0.06696592034151781
3dof,zero,750,100,0.62,1.3214565443107986,2.3022975184256644,0.66,0.47609522856952335,0.34559659960390765,0.47567879687187664,1.0507042873456385,1.2244380976778286,0.7,0.46056618647183833,0.10052195495732817,0.13620971971924745,0.27986835773542756,0.24861220673431786,0.99,0.09999999999999999,0.05528294646413992,0.05817023440848923
3dof,zero,800,100,0.59,0.9638309234694548,0.7300052293949197,0.67,0.4725815626252608,0.3340546886884506,0.3193545980678024,0.8793192543020295,0.5299877938803669,0.7,0.4605661864718383,0.10948003680115999,0.13030655903880406,0.25439887822778,0.24003563944019182,1.0,0.0,0.07342532573267813,0.08071500979325849
3dof,zero,850,100,0.62,0.895025476615289,0.6927619028471061,0.67,0.47258156262526085,0.3888333564266525,0.3552126224166193,0.8743383878215063,0.6439559447522036,0.75,0.43519413988924455,0.1295460879568505,0.1534828834491867,0.2643812220629097,0.23326858400875014,1.0,0.0,0.07605883765267203,0.09762438164988425
3dof,zero,900,100,0.58,1.1842069385746898,1.8534104134756137,0.66,0.47609522856952335,0.3620912349148875,0.41202639665911145,1.0554370388992824,1.0843639374554808,0.74,0.4408440022768081,0.12910493774707418,0.1572944841814674,0.28094390559441146,0.2412710136658812,1.0,0.0,0.071314053107053,0.07979361691323045
3dof,zero,950,100,0.58,0.9457616832307627,0.5376458351396671,0.68,0.46882617226215073,0.3692670674316229,0.3870767910680361,0.9159868867981374,0.5326008502359142,0.67,0.47258156262526085,0.13951838932080046,0.15242065990056802,0.3247502290948059,0.24876090122149888,1.0,0.0,0.09003413397353137,0.09904545545275202
3dof,zero,1000,100,0.56,0.8788864396092773,0.44932970366438635,0.68,0.46882617226215056,0.3874860378358237,0.5562690331743059,0.8650967517047284,0.5366565550345626,0.74,0.4408440022768081,0.16881857804906297,0.19523152444171604,0.3274840543767189,0.28332801218198433,0.99,0.1,0.13783399429637935,0.16512866259022682
