combo,system,policy,length,seed,sample_idx,ung_nrmse_q,gui_nrmse_q,d_nrmse_q,ung_nrmse_p,gui_nrmse_p,d_nrmse_p
3dof_gp_L50_N100_seed10,3dof,gp,50,10,15,0.42457094262907386,0.34791186232335075,-0.0766590803057231,1.2385134316548152,0.5156850260688232,-0.722828405585992
3dof_gp_L50_N100_seed10,3dof,gp,50,10,16,0.4329232600740433,0.13848105103415895,-0.2944422090398844,0.1756125733046391,0.03056259774969136,-0.14504997555494775
3dof_gp_L50_N100_seed10,3dof,gp,50,10,17,1.0503304414074977,0.35559727835623844,-0.6947331630512592,0.2149862002960015,0.10456931101097387,-0.11041688928502762
3dof_gp_L50_N100_seed10,3dof,gp,50,10,18,0.8393361667784008,0.44989343623453265,-0.3894427305438682,0.20646376340351813,0.11640892184337685,-0.09005484156014128
3dof_gp_L50_N100_seed10,3dof,gp,50,10,19,0.39693624431179414,0.3971876490937954,0.00025140478200125216,1.1942707133699166,0.24090293378297242,-0.9533677795869442
3dof_gp_L50_N100_seed10,3dof,gp,50,10,20,0.3453487201996867,0.37360660972844667,0.02825788952875996,0.3244341906155717,0.12542821080241753,-0.19900597981315418
3dof_gp_L50_N100_seed10,3dof,gp,50,10,21,0.6705604353095381,1.1551406504284314,0.48458021511889326,0.21621393285761192,0.07389401795019925,-0.1423199149074127
3dof_gp_L50_N100_seed10,3dof,gp,50,10,22,0.47620127981660226,0.9666618249195896,0.49046054510298737,0.19751500942051925,0.060418030074259034,-0.13709697934626022
3dof_gp_L50_N100_seed10,3dof,gp,50,10,23,0.4565727929192378,0.30046823428392955,-0.15610455863530825,0.15830004089584057,0.04455976035730334,-0.11374028053853724
3dof_gp_L50_N100_seed10,3dof,gp,50,10,24,0.5217081670191673,0.3589126268891499,-0.16279554013001746,0.06015541422810113,0.051160915741410184,-0.008994498486690948
3dof_gp_L50_N100_seed10,3dof,gp,50,10,25,2.4154402278744582,0.5104814952300687,-1.9049587326443895,1.4149140258324948,0.8930614970360568,-0.5218525287964381
3dof_gp_L50_N100_seed10,3dof,gp,50,10,26,1.3151831829677276,0.5480250800526587,-0.7671581029150689,0.05973711930653985,0.017327027656152624,-0.04241009165038723
3dof_gp_L50_N100_seed10,3dof,gp,50,10,27,0.6328492601491517,0.3498181775215097,-0.283031082627642,0.09943280226342682,0.07591896665335306,-0.023513835610073766
3dof_gp_L50_N100_seed10,3dof,gp,50,10,28,0.7494379466709992,0.13686362662867832,-0.6125743200423208,0.23039894147820159,0.07080858693326485,-0.15959035454493675
3dof_gp_L50_N100_seed10,3dof,gp,50,10,29,0.7835524138076084,0.21452711707583952,-0.5690252967317689,0.1976870623802063,0.07592197050816933,-0.12176509187203698
3dof_gp_L50_N100_seed10,3dof,gp,50,10,30,0.5807824558607804,0.23531765677899585,-0.3454647990817845,0.09273091344398338,0.038064262682551135,-0.05466665076143224
3dof_gp_L50_N100_seed10,3dof,gp,50,10,31,0.5222811102987569,0.34946831894740266,-0.17281279135135424,1.5654180729385743,0.21970012746405146,-1.3457179454745227
3dof_gp_L50_N100_seed10,3dof,gp,50,10,32,0.5218740653441991,0.13853400637150623,-0.38334005897269285,0.1234728929766471,0.023859493723614938,-0.09961339925303216
3dof_gp_L50_N100_seed10,3dof,gp,50,10,33,0.5339752709754387,0.2686798312348114,-0.26529543974062736,0.20664905308471004,0.04424743935920675,-0.1624016137255033
3dof_gp_L50_N100_seed10,3dof,gp,50,10,34,0.4984979359535034,0.31926141644748846,-0.17923651950601494,0.11063999594001679,0.05502851176812751,-0.05561148417188928
3dof_gp_L50_N100_seed10,3dof,gp,50,10,35,0.31108995860320315,0.35582693288468187,0.044736974281478714,0.11500993104948293,0.0632845826788601,-0.05172534837062283
3dof_gp_L50_N100_seed10,3dof,gp,50,10,36,0.4564782611359665,0.4748640872410103,0.0183858261050438,0.5381548015773351,0.16068138951538755,-0.3774734120619475
3dof_gp_L50_N100_seed10,3dof,gp,50,10,37,1.1782719908408994,1.35359171275957,0.17531972191867062,0.13751174183141246,0.05373069949491205,-0.08378104233650041
3dof_gp_L50_N100_seed10,3dof,gp,50,10,38,1.5130384789082,0.2728512081119441,-1.240187270796256,0.5777476781938413,0.8126938178452945,0.23494613965145317
3dof_gp_L50_N100_seed10,3dof,gp,50,10,39,0.7725741393298914,0.1702252092810257,-0.6023489300488657,0.37377391078365113,0.15755678635360848,-0.21621712443004265
3dof_gp_L50_N100_seed10,3dof,gp,50,10,40,0.6079370516310514,0.47337349331748246,-0.13456355831356892,0.16283685949060517,0.04501342049696063,-0.11782343899364453
3dof_gp_L50_N100_seed10,3dof,gp,50,10,41,1.7998109511428362,0.6231720222880651,-1.176638928854771,0.1469670309648101,0.09065677040648595,-0.05631026055832414
3dof_gp_L50_N100_seed10,3dof,gp,50,10,42,0.8805109304190607,1.0146348116259034,0.1341238812068427,0.19384941962523242,0.08457376433354154,-0.10927565529169088
3dof_gp_L50_N100_seed10,3dof,gp,50,10,43,2.2609858511394254,2.818635540338635,0.5576496891992098,2.0637837073098644,0.5171003301960712,-1.5466833771137933
3dof_gp_L50_N100_seed10,3dof,gp,50,10,44,2.304995659043018,0.15557986123884948,-2.1494157978041684,4.0828228450659045,0.4970292093547534,-3.585793635711151
3dof_gp_L50_N100_seed10,3dof,gp,50,10,45,1.2369326588403016,1.450026375671806,0.21309371683150435,0.25262002279369683,0.04859232320779513,-0.2040276995859017
3dof_gp_L50_N100_seed10,3dof,gp,50,10,46,0.4934136025438997,0.5356899357948125,0.04227633325091279,0.4022490310178122,0.18869226072795375,-0.21355677028985842
3dof_gp_L50_N100_seed10,3dof,gp,50,10,47,0.6195272033112206,0.9228995987032974,0.30337239539207683,0.2409672339848321,0.07342099611556197,-0.16754623786927014
3dof_gp_L50_N100_seed10,3dof,gp,50,10,48,0.4351856547126693,0.33229831364656354,-0.10288734106610575,0.038479612583275404,0.0176998021094235,-0.020779810473851905
3dof_gp_L50_N100_seed10,3dof,gp,50,10,49,0.7078828826433785,1.2542977381702547,0.5464148555268762,0.1995551762257468,0.06410725519212958,-0.13544792103361725
3dof_gp_L50_N100_seed10,3dof,gp,50,10,50,1.8077999835021903,1.8927004080290306,0.08490042452684032,0.3519554068308286,0.147643457539865,-0.2043119492909636
3dof_gp_L50_N100_seed10,3dof,gp,50,10,51,0.5827447818850696,0.5870432046109674,0.004298422725897755,0.2109698285282762,0.08876338691744783,-0.12220644161082837
3dof_gp_L50_N100_seed10,3dof,gp,50,10,52,1.6464582572207913,1.6916597279622303,0.04520147074143899,0.1936250051513648,0.062254192276465496,-0.1313708128748993
3dof_gp_L50_N100_seed10,3dof,gp,50,10,53,0.8452781467362298,1.6156899653013264,0.7704118185650966,0.23012694220691943,0.09180549789798816,-0.13832144430893129
3dof_gp_L50_N100_seed10,3dof,gp,50,10,54,0.8376593182133926,0.5099944415423124,-0.32766487667108013,0.1650219884860781,0.07144925067395663,-0.09357273781212147
3dof_gp_L50_N100_seed10,3dof,gp,50,10,55,0.630049572069178,0.601702088705556,-0.028347483363622028,1.0953595344520612,0.5304893682300872,-0.5648701662219741
3dof_gp_L50_N100_seed10,3dof,gp,50,10,56,0.7808632664141274,0.8101866282033731,0.02932336178924566,0.11510820139245874,0.029415750122722174,-0.08569245126973657
3dof_gp_L50_N100_seed10,3dof,gp,50,10,57,0.6349330109116486,0.49476180778244533,-0.14017120312920323,0.031537820193785766,0.01953686356990655,-0.012000956623879216
3dof_gp_L50_N100_seed10,3dof,gp,50,10,58,0.8366453993944908,0.7960198528320436,-0.04062554656244721,0.19277860288255563,0.10195108543700841,-0.09082751744554722
3dof_gp_L50_N100_seed10,3dof,gp,50,10,59,0.6182452020558347,0.4032766874448624,-0.21496851461097227,0.2992172824169044,0.13465058595996535,-0.16456669645693903
3dof_gp_L50_N100_seed10,3dof,gp,50,10,60,0.6533612624449336,0.519627119127703,-0.13373414331723066,0.8398539804579636,0.6441541967231912,-0.19569978373477237
3dof_gp_L50_N100_seed10,3dof,gp,50,10,61,0.5790593772569896,0.3276496883925117,-0.25140968886447795,0.12317763754818356,0.04030608813962926,-0.08287154940855429
3dof_gp_L50_N100_seed10,3dof,gp,50,10,62,0.6317230792998744,0.5317828286546046,-0.09994025064526979,0.22221463655461862,0.12925731711091312,-0.0929573194437055
3dof_gp_L50_N100_seed10,3dof,gp,50,10,63,0.5413851460456965,0.2953055971719481,-0.24607954887374844,0.07928301270776154,0.05177971960795733,-0.02750329309980421
3dof_gp_L50_N100_seed10,3dof,gp,50,10,64,1.350511441022043,0.4589399261195768,-0.8915715149024661,0.26408576502808767,0.11366160976883403,-0.15042415525925362
3dof_gp_L50_N100_seed10,3dof,gp,50,10,65,0.8702343318170577,0.35311613930274127,-0.5171181925143165,0.21722350435619878,0.29945260918622785,0.08222910483002907
3dof_gp_L50_N100_seed10,3dof,gp,50,10,66,0.5593675644394195,0.39589145768118844,-0.16347610675823104,0.20044616125999415,0.08433516372109895,-0.1161109975388952
3dof_gp_L50_N100_seed10,3dof,gp,50,10,67,1.2176687051936126,0.4434840878272439,-0.7741846173663687,0.18312162177336413,0.08995630016616281,-0.09316532160720133
3dof_gp_L50_N100_seed10,3dof,gp,50,10,68,0.897903799040125,1.2417860034621724,0.3438822044220474,0.3920397806500857,0.1499404208540114,-0.2420993597960743
3dof_gp_L50_N100_seed10,3dof,gp,50,10,69,0.6073122739344078,0.5881295147345278,-0.019182759199879995,0.1400423057578374,0.0784630771702063,-0.06157922858763111
3dof_gp_L50_N100_seed10,3dof,gp,50,10,70,0.6840975774086931,0.6349277946461815,-0.049169782762511605,0.8012589508307767,0.29948839392469073,-0.501770556906086
3dof_gp_L50_N100_seed10,3dof,gp,50,10,71,0.6872105372349112,0.6024681658168854,-0.08474237141802576,9.687970341346837,0.7738876901502638,-8.914082651196573
3dof_gp_L50_N100_seed10,3dof,gp,50,10,72,2.1856057167642566,1.8835705553213682,-0.30203516144288844,1.1661467213375731,0.6808396197430268,-0.4853071015945464
3dof_gp_L50_N100_seed10,3dof,gp,50,10,73,1.6473685976853194,0.6558519218763017,-0.9915166758090177,0.06546000972346244,0.024912712620481548,-0.0405472971029809
3dof_gp_L50_N100_seed10,3dof,gp,50,10,74,0.5704998318755045,0.35737416656798243,-0.21312566530752203,0.8706429988848973,0.3755281550689546,-0.4951148438159427
3dof_gp_L50_N100_seed10,3dof,gp,50,10,75,0.4624641946744836,0.3864972601113365,-0.07596693456314707,0.11770590265261714,0.06855110163556702,-0.04915480101705012
