combo,system,policy,length,num_samples,seed,ung_nrmse_range_q_mean,ung_nrmse_range_q_std,ung_nrmse_range_q_p25,ung_nrmse_range_q_median,ung_nrmse_range_q_p75,ung_nrmse_range_q_p99,gui_nrmse_range_q_mean,gui_nrmse_range_q_std,gui_nrmse_range_q_p25,gui_nrmse_range_q_median,gui_nrmse_range_q_p75,gui_nrmse_range_q_p99,d_nrmse_range_q_mean,d_nrmse_range_q_std,d_nrmse_range_q_p25,d_nrmse_range_q_median,d_nrmse_range_q_p75,d_nrmse_range_q_p99,ung_nrmse_range_p_mean,ung_nrmse_range_p_std,ung_nrmse_range_p_p25,ung_nrmse_range_p_median,ung_nrmse_range_p_p75,ung_nrmse_range_p_p99,gui_nrmse_range_p_mean,gui_nrmse_range_p_std,gui_nrmse_range_p_p25,gui_nrmse_range_p_median,gui_nrmse_range_p_p75,gui_nrmse_range_p_p99,d_nrmse_range_p_mean,d_nrmse_range_p_std,d_nrmse_range_p_p25,d_nrmse_range_p_median,d_nrmse_range_p_p75,d_nrmse_range_p_p99
2dof_sinusoidal_L250_N100_seed10,2dof,sinusoidal,250,100,10,0.03907132572825099,0.035427431261091775,0.017472231781583608,0.028432451633524605,0.047910795953480766,0.18346647884811168,0.01975045988211021,0.01902705604543496,0.008105530802383019,0.012974463656474498,0.02440955187762217,0.08468694566788759,-0.019320865846140785,0.02755857286414667,-0.023717496025193064,-0.013519328651155753,-0.006586026183319372,0.015812376477898574,0.577520796081809,0.7255996803698743,0.19546885926380375,0.3134351930232081,0.6160360794600434,3.3687656427463217,0.23381783658980038,0.3025096452017359,0.08291332299095891,0.1348481711033377,0.20439968110954115,1.322792884013861,-0.3437029594920085,0.4821929613014533,-0.3825383627003042,-0.16791634648202686,-0.10093605687630088,0.011246430354774356
2dof_sinusoidal_L300_N100_seed10,2dof,sinusoidal,300,100,10,0.048686567670874814,0.08036153854681716,0.01632761850715394,0.026001289674764998,0.04582329634871597,0.31080664019796617,0.02439486267182974,0.037703149965232836,0.007583502801854183,0.014001912069746424,0.02352810362517826,0.14446656785048995,-0.024291704999045066,0.04784039796219454,-0.026781244314910697,-0.010991725578017291,-0.0070092090784837635,0.006223576713628147,0.43886409732811127,0.5211837595812285,0.152382003322177,0.2636033414153358,0.4906892984124108,2.67901342043014,0.22275576128460123,0.2806323141199104,0.07716939390175744,0.11786741613524118,0.248587041987465,1.3682925600885987,-0.21610833604350999,0.33454072175791244,-0.284288927911114,-0.12458386809210295,-0.04635645178468839,0.07054775909559907
2dof_sinusoidal_L350_N100_seed10,2dof,sinusoidal,350,100,10,0.05476111268473453,0.09258345134091142,0.014800955647406857,0.027226372703392985,0.05566499174912658,0.4023317025552717,0.029224986359445704,0.04217437764661095,0.007898329431911117,0.014682807212284831,0.03153304097154283,0.1925999387890043,-0.025536126325288833,0.0651026050321138,-0.02218081217996102,-0.010770933146422634,-0.004168639931300242,0.02263272215288518,0.45739992560588766,0.5399135435575532,0.1472678386307672,0.28740502990723027,0.5632033692311041,2.246258267860782,0.22204885744036876,0.21260563423692833,0.07169356626880555,0.15264119405599402,0.2700164719870596,0.9278773503651839,-0.23535106816551887,0.4038308124093555,-0.23569279541337834,-0.11551995704439677,-0.044313671577537024,0.06853695663231203
2dof_sinusoidal_L400_N100_seed10,2dof,sinusoidal,400,100,10,0.03670846016870589,0.044748337516830106,0.011647565962925906,0.02026735486317803,0.0406484056153591,0.2296653979331235,0.020724542435669572,0.02704892534448394,0.006030934634394272,0.011789223428078189,0.02451869690747418,0.10855650155277682,-0.015983917733036323,0.025586174583441288,-0.019519771946763333,-0.007993366309625102,-0.0036091244618060283,0.014119487502738476,0.35615825464520845,0.2819280963549551,0.1704272350210017,0.2908900833846175,0.44508625838280397,1.3659555821156875,0.2178493904865752,0.24431863499451825,0.0827949374848339,0.1408014506259145,0.25180255464913337,1.3654298893484593,-0.13830886415863325,0.1622234261130543,-0.21945929251869617,-0.12119074480890718,-0.03801272434410892,0.22018640634904682
2dof_sinusoidal_L450_N100_seed10,2dof,sinusoidal,450,100,10,0.058418780434361016,0.08230281560763214,0.01583099301132851,0.02613105415960265,0.06224765397386017,0.4130668661914856,0.03423817622475913,0.05217334285997701,0.008112809680475768,0.01540116871127905,0.0371820821142797,0.1874109927426451,-0.024180604209601896,0.03985987991480011,-0.024063476672757787,-0.011163086041012182,-0.0037772122325897477,0.007442172728158484,0.3998441193363439,0.4812195984671847,0.133263701430552,0.25444661365598054,0.4695092671630632,1.9112707984769461,0.21307852357557636,0.2689043026809008,0.0643033327438518,0.12684703144918424,0.24339017712123495,1.3798994577498631,-0.18676559576076762,0.2935457294420096,-0.22151680199190388,-0.10089906391891923,-0.03874478823972251,0.06242110138204257
2dof_sinusoidal_L500_N100_seed10,2dof,sinusoidal,500,100,10,0.05517038251968805,0.08382999114862333,0.014134719246423193,0.02512508107016373,0.04849477431652105,0.40697234683279826,0.036729691511892176,0.07054092893929328,0.00786204089652047,0.01353328370669057,0.028755254164610326,0.2512434989533149,-0.018440691007795863,0.05003663039602891,-0.016250131818256228,-0.008631624413024435,-0.0030000815697829868,0.08071508986765097,0.3638507325717147,0.32153332216031827,0.16082280781166122,0.25927097940656396,0.4547687702174603,1.7002515500010018,0.22373674378576358,0.31368639591078823,0.07503774443723343,0.1377815094408449,0.25025538100006345,1.146827610154088,-0.14011398878595122,0.19140950813531968,-0.1945289071150772,-0.10941125426816974,-0.03610860574038984,0.1792256247746096
2dof_sinusoidal_L550_N100_seed10,2dof,sinusoidal,550,100,10,0.04972481755393696,0.10032415445951592,0.012938241605898473,0.022013482233223195,0.046518564626832445,0.5316027850137278,0.027910189332682574,0.05180187087714597,0.007388860464281072,0.012388856681070502,0.02726350930663645,0.3427391516780831,-0.021814628221254382,0.05399435134587997,-0.019806382078007556,-0.008697029862306478,-0.0022775724501488963,0.011551761088791102,0.3631618781788077,0.6025804402845956,0.15794753796279934,0.2540773593194177,0.3828163022475653,1.4180754497364603,0.20525469661907714,0.19648115289963988,0.08034803284515435,0.1451373634607333,0.255283285167498,0.9693840653186835,-0.15790718155973058,0.4754594861173114,-0.15771943659858834,-0.10158902433932669,-0.022297204348215707,0.1089000431502064
2dof_sinusoidal_L600_N100_seed10,2dof,sinusoidal,600,100,10,0.04296790349532326,0.06438558355115874,0.012492516862276766,0.02027068684478594,0.04400097370334799,0.26959995744430765,0.02729990531068091,0.047606929540640074,0.006742467327859953,0.012376416598732367,0.024141513518741314,0.26764225915780315,-0.015667998184642352,0.03068805254853158,-0.02134279697696015,-0.007012353263560663,-0.0026200504153636537,0.027782560632798797,0.34385814227110395,0.3506546325537682,0.1504950175436106,0.24323721737270929,0.4092370995740055,1.8876191330907564,0.20643233632250502,0.19988698173671385,0.09216803571277127,0.157179499921304,0.23503846182002616,0.795588067748948,-0.13742580594859902,0.23303137864634813,-0.19633203951483152,-0.08430254656012845,-0.021450247643395343,0.06552586926113582
2dof_sinusoidal_L650_N100_seed10,2dof,sinusoidal,650,100,10,0.044610781506522326,0.063501864939044,0.013114617485221313,0.021167602664949763,0.04363229306894585,0.2741556202249496,0.026630407224228693,0.045044890108669626,0.006951978107530108,0.01358904651050474,0.026362074802933826,0.20467122702066237,-0.017980374282293637,0.03146270534009979,-0.017885653725104485,-0.009223919427087687,-0.003800593084822475,0.007814797894331834,0.3492857154553696,0.3202664437615854,0.1625209947136593,0.2666865088052841,0.41909428693474854,1.934444810693116,0.22232155393345202,0.21937102460156213,0.09063320308535228,0.16576939519742695,0.2518934467436126,1.011977195143392,-0.12696416152191764,0.1638696960630654,-0.18527727520171616,-0.08836788061657833,-0.025175650753208174,0.08801408903495483
2dof_sinusoidal_L700_N100_seed10,2dof,sinusoidal,700,100,10,0.05349281470291084,0.09425666848639491,0.012798694780104578,0.02458576203978747,0.04520597659244474,0.5307354464997512,0.029666441433962906,0.05431129696481926,0.007151114695397248,0.014039755584653254,0.023387110433383086,0.31933904935670304,-0.02382637326894792,0.053124404144335065,-0.0237331427201424,-0.009175997425245653,-0.0025905829400938085,0.006722492229410076,0.35260066121496914,0.2677017923663281,0.1857598308759339,0.29026423975095395,0.4369015112832065,1.540589038306878,0.26314208110908277,0.2301607012868971,0.11685839050587521,0.1949954235378984,0.3316490033108477,1.1295642404020603,-0.08945858010588635,0.14552064792665326,-0.1486261953399014,-0.05739631208790083,-0.019156212028463265,0.19454899219588703
2dof_sinusoidal_L750_N100_seed10,2dof,sinusoidal,750,100,10,0.05582416465248004,0.11188571400278097,0.010949818297572833,0.023283471186690663,0.05034471018673863,0.43659097107240114,0.03912926800566207,0.13150679166348406,0.007654828767175951,0.01179347084675932,0.03230270359464808,0.24597775584251472,-0.01669489664681797,0.055613579631852594,-0.020405505115142348,-0.0075494133157151255,-0.002220694766358701,0.04967609969448986,0.3324298977052591,0.28252367465593176,0.16862548209487763,0.25463995639231385,0.426987346659626,1.5681264063870846,0.24323376961410773,0.2823926778568336,0.10209165950535236,0.1478694352416754,0.29116127936758524,1.0652911598602177,-0.08919612809115146,0.1260637570003236,-0.12532646838076505,-0.06628474579826904,-0.028884627963600158,0.18318977310067516
2dof_sinusoidal_L800_N100_seed10,2dof,sinusoidal,800,100,10,0.054794589846970915,0.1028385437463639,0.012335402384244541,0.023838290242202825,0.04807419683352053,0.4796110977979346,0.03701678340067679,0.0697932414573489,0.007478535733145811,0.015498426129219686,0.029982758788702157,0.2828927114970837,-0.017777806446294116,0.043640788406797346,-0.01483522450730283,-0.007647578074102376,-0.002669525853987085,0.008358316686163958,0.32081643309645275,0.23396424749426945,0.1538435166006297,0.2505446835405921,0.42077125739570587,1.187270664951203,0.2387467270189954,0.1972317520667281,0.10547236978714769,0.16146611271081635,0.32139456307683967,0.8540850002140327,-0.08206970607745728,0.10936250101167425,-0.12945741554772852,-0.058933860145968964,-0.01888183175501025,0.19975330963267438
2dof_sinusoidal_L850_N100_seed10,2dof,sinusoidal,850,100,10,0.05757112404085033,0.09807188433927293,0.01619665944647538,0.02818103414514552,0.057611921455559344,0.27399932098390306,0.03813345074801364,0.05905301800844588,0.009977229155823424,0.01959591752483836,0.029286190868107763,0.2051447053811399,-0.019437673292836685,0.04612576026533268,-0.019781425835392573,-0.007121436174134929,-0.002813914788119925,0.010011056395946355,0.35542476577471893,0.26982164699195305,0.16469592910089442,0.29673547385351207,0.47128205424122904,1.0469115847116488,0.2629594660636825,0.24021149163480862,0.11182207057446003,0.19070962591815932,0.3508096755807567,0.8242316618547234,-0.0924652997110365,0.12312248101971766,-0.1461410615358392,-0.0679068319010074,-0.017268098386036216,0.08922221798628474
2dof_sinusoidal_L900_N100_seed10,2dof,sinusoidal,900,100,10,0.03955064727897586,0.04899402145042245,0.012057001941308584,0.021804764057918875,0.043093919904165244,0.24054730415077766,0.028809701384927916,0.03747294951476715,0.009870111151723922,0.014727457102985425,0.031055660905703268,0.15766758002089445,-0.010740945894047933,0.022292864787037285,-0.012120518194364957,-0.0057134653647332185,-0.0003319052432596975,0.026301939827699287,0.3444959993742731,0.29754470659989896,0.18430573319850502,0.27043006135347375,0.3816359429699152,1.4127586629091227,0.26378158655687933,0.2539324424717406,0.10872280551844057,0.1865205666852058,0.31232363107808747,1.1194979824803746,-0.08071441281739368,0.1007298896091918,-0.1317846535534501,-0.07164324520259781,-0.01807911608101216,0.14021538000476413
2dof_sinusoidal_L950_N100_seed10,2dof,sinusoidal,950,100,10,0.04061312577945073,0.046916468892112644,0.013230428290707634,0.026421021868541873,0.0445534561889363,0.2415819054393944,0.0277286612767552,0.031507060169066306,0.009894271590712048,0.018828720280580344,0.031237056465597015,0.13800161656667398,-0.012884464502695531,0.02665316533519404,-0.012939128774514015,-0.008003060470397401,-5.592043125122407e-07,0.013048650337520848,0.3158059660677759,0.19039212664251728,0.1758691774404129,0.28159122899051864,0.3990344310271128,0.9728669096918366,0.24106487807429988,0.16902493678030966,0.12352568824483423,0.19217621183499933,0.30447429454773867,0.8294820230839403,-0.07474108799347605,0.09417198637907495,-0.10706025173699577,-0.049076781461011604,-0.012223641729188639,0.08031438044694192
2dof_sinusoidal_L1000_N100_seed10,2dof,sinusoidal,1000,100,10,0.05020248771669125,0.06982688762298059,0.018599273568292177,0.03291855786293389,0.054605013980028094,0.42585340854231746,0.0394098596106093,0.06588863513607543,0.011205830152466885,0.024698723000473044,0.04202074130907123,0.2373755266576016,-0.010792628106081947,0.03294706989730287,-0.01432154800341493,-0.007553298485534057,-0.0017893715752020246,0.030706204381698785,0.30701540002963096,0.21294055909987697,0.17956848325921843,0.2569059350081469,0.3738491799095304,1.0311501968394186,0.2492166352638578,0.19935136884357016,0.1297014523478866,0.19391819193844542,0.2980851145334028,0.8815044988669394,-0.057798764765773177,0.07298567613313925,-0.09096545660767148,-0.041971950852991234,-0.01342114189381069,0.0861864558637217
2dof_spline_L50_N100_seed10,2dof,spline,50,100,10,0.22063440741507828,0.16521647733768086,0.1214054378261851,0.19031965148549201,0.27275640206969975,0.9413956892959905,0.05141289494815274,0.04562968302344468,0.02100251859018298,0.03792900705333167,0.06017028450956634,0.23459445763046086,-0.1692215124669256,0.1345591718549568,-0.21655794829978853,-0.14756562619695707,-0.08749160728206429,0.011302220124617648,2.8420268407294214,2.0808274373533995,1.236928670671093,2.2070413462021508,3.958424600416925,9.874920761206027,0.47021739021748815,0.3663876056989112,0.23060003561339912,0.3656946166880889,0.5964554295454265,1.816405291378315,-2.371809450511933,2.008963013335987,-3.4106196944483393,-1.7567244789829215,-0.8326508281568298,0.21327844591764772
2dof_spline_L100_N100_seed10,2dof,spline,100,100,10,0.07230322607658965,0.06289529686174414,0.034258893357806006,0.05186940139855566,0.08291544194721272,0.33259980109029186,0.035264469681874605,0.03472817118124447,0.01619294900982761,0.023887966698572682,0.03874831603294751,0.16721588890012729,-0.037038756394715044,0.042094661736616336,-0.05211916367855678,-0.02650632378584066,-0.014089381369426961,0.038422637606597414,0.7434237510539273,0.6191051717749987,0.3244547221287341,0.5489646597307039,0.9230882516138064,2.7210923019134614,0.3064132608954666,0.2853217180362007,0.13088375531986685,0.20725709152213767,0.33502494766314517,1.1775373414074877,-0.4370104901584607,0.5316183529991662,-0.5577511324714508,-0.24836848009879497,-0.11713897724237085,0.39617504102694584
2dof_spline_L150_N100_seed10,2dof,spline,150,100,10,0.057613940425247805,0.06407973719653713,0.020163384938196745,0.031820096424501884,0.0680647265025241,0.26864779166031705,0.02798515360856996,0.02847731071648062,0.0109112778156788,0.017483364830322392,0.030052958059999656,0.1172443912732633,-0.029628786816677844,0.04634815186183887,-0.035028957884038495,-0.015825681823370907,-0.00756439120818498,0.022021979271648517,0.5190480530619023,0.4476202081374333,0.2542460268002074,0.3596936053756,0.627563764152925,2.243548115880174,0.2705914364616715,0.22573502764003398,0.12119784403367956,0.2050388318594747,0.3275020147270799,0.9951638942775669,-0.24845661660023077,0.37885497560060744,-0.3507408861792984,-0.18667019499945364,-0.040914389656391055,0.2720170467182478
2dof_spline_L200_N100_seed10,2dof,spline,200,100,10,0.051248662056769714,0.07286903864617325,0.014696123073539381,0.026740605278726185,0.05666817087768577,0.36909998438396924,0.025742846854686915,0.02868488106856866,0.010125009629960362,0.014883704603429977,0.02604920549479395,0.1489942738145591,-0.025505815202082817,0.059368809040962374,-0.026809276199849456,-0.011648733114358153,-0.001539042052486768,0.03052155704576609,0.44371181888785743,0.3180455955327947,0.21241937744266948,0.3858951654844187,0.5567962099391643,1.4767118368978824,0.2678490564366109,0.2331557034103779,0.11770163524769581,0.1765359018140091,0.348205665531143,1.0508719548242897,-0.17586276245124652,0.22744144891483342,-0.30335891834091383,-0.11786943841748422,-0.02770223225228126,0.2946441041391764
2dof_spline_L250_N100_seed10,2dof,spline,250,100,10,0.045131499601219295,0.07112095635754886,0.017720462723998975,0.028029020353255413,0.04131593000261063,0.35384831754740786,0.024436622742641315,0.03396292750291407,0.008754122546001612,0.013986423046064001,0.02529847715196139,0.17648236174765766,-0.02069487685857798,0.045845190340124464,-0.02048428010487616,-0.012637817793666548,-0.004369792619326526,0.018337917597312868,0.5099774023383966,0.8864660626122454,0.2286344486480312,0.38867458899774454,0.5479023650406457,1.3464404574257494,0.2561783868979193,0.19219513297378404,0.12765030628427584,0.19091306056053603,0.31275218074756206,0.957038475199112,-0.2537990154404775,0.7992018091784902,-0.2723509106402075,-0.1370256646962329,-0.04690807418984694,0.05320376321750488
2dof_spline_L300_N100_seed10,2dof,spline,300,100,10,0.04628984898021752,0.05326182037214968,0.01542900160235728,0.02812252395134378,0.049134769212693906,0.2516409256135213,0.025624014111918704,0.03017910653112755,0.009531604366859257,0.01577226351130817,0.025376328357584146,0.1516240909625552,-0.020665834868298823,0.03243584271115647,-0.03141588197493357,-0.010697080088609935,-0.0008597308079684172,0.023064215090305436,0.3713406539859422,0.22800743987501956,0.22094381448174238,0.332386403737401,0.46315786360668615,0.8114289475349159,0.24977337933539093,0.16988628620373014,0.14329982182546333,0.20215202390806858,0.3152138893740789,0.7595537247448731,-0.12156727465055132,0.15698922083102199,-0.19947892526724695,-0.09746390858445811,-0.0017387879850466886,0.13662331679281975
2dof_spline_L350_N100_seed10,2dof,spline,350,100,10,0.044941296202207034,0.05218312244737958,0.014613877946864902,0.02537755132223366,0.052957785935365695,0.22110481949538166,0.025424357343249132,0.031020667332741152,0.009649613080438177,0.015232010304735533,0.026701597267436282,0.14921138938035958,-0.019516938858957892,0.03632309358998557,-0.02257603241425335,-0.010587378862534823,-0.003299386107786495,0.019043757766350988,0.37568303210081494,0.21062171245869085,0.23159661233972836,0.35083167937552484,0.46441031449284015,0.9254590133822567,0.2535321868946048,0.1422514720893278,0.13668470162797783,0.22453528390434788,0.33674180476249344,0.6705720269550772,-0.12215084520621015,0.1555715941974082,-0.19756126463886545,-0.08319761948165538,-0.019530202778920272,0.10610552567051028
2dof_spline_L400_N100_seed10,2dof,spline,400,100,10,0.04957316161739212,0.08852370658802187,0.014588613645665244,0.02504126534962041,0.04782312804561153,0.41901978521180455,0.03438683033406462,0.07138307740704203,0.007716887578399087,0.015155029616317307,0.027473469015942182,0.34245450430862046,-0.015186331283327503,0.04483647140401896,-0.018964560974971637,-0.009213061185997901,-0.0026625817650505396,0.06677314862240795,0.34675969305628823,0.1937968491485072,0.2207528959517268,0.30836275016507886,0.4254987617103401,1.107829700709227,0.2767454523176301,0.15096545979029988,0.1648140887296759,0.23623247554858373,0.3607586082605897,0.7146951067488885,-0.0700142407386581,0.12702437839543806,-0.12602383032048314,-0.048128115128593635,0.0064280899393934915,0.10972188413131953
2dof_spline_L450_N100_seed10,2dof,spline,450,100,10,0.0764943863019047,0.10909242369930011,0.01971475882858595,0.031278873954384556,0.075940877835795,0.46831740724263077,0.04640774702729299,0.07286589094653491,0.009876078173409197,0.019668052946758732,0.04055481624284682,0.30556094311534415,-0.0300866392746117,0.07887058352561313,-0.02583177497505992,-0.011285088229186023,-0.0031243866293043706,0.03148485617836549,0.3442467226304889,0.16992385172752097,0.23362111329264318,0.31639431825788744,0.41950314422512547,0.7882376971541605,0.2919396753645263,0.17911776755725092,0.1624743190936912,0.25229237540395155,0.33996799000243405,0.9018009253720529,-0.05230704726596259,0.10591520289613715,-0.1150552163825092,-0.0447925212429634,0.011948417273460354,0.17560609148133466
2dof_spline_L500_N100_seed10,2dof,spline,500,100,10,0.07378654555742112,0.13759868054410287,0.016453417809516237,0.024421655281317522,0.05159937295819312,0.6118336479627461,0.04446069786338765,0.0741426067761836,0.010042088150304128,0.016657649297544114,0.03555857618058912,0.3229647674038669,-0.029325847694033454,0.07799494254286184,-0.022852788502838534,-0.00957026804563313,-0.00010104317241611122,0.024110987022777156,0.3837635829454392,0.20421631292166648,0.2376828356742159,0.33939936038892693,0.4883506109849084,1.0465179325560758,0.3295633847286959,0.19101700611447495,0.19890605385018761,0.28953027245637686,0.4050867461020698,0.9431499388826321,-0.05420019821674331,0.1404689449687568,-0.11269681273599841,-0.033445007942683846,0.021769412421986215,0.22696216418833592
2dof_spline_L550_N100_seed10,2dof,spline,550,100,10,0.05123886383510456,0.08236738320288838,0.013854177396475306,0.02624702849940308,0.052479147977074654,0.3005709339987184,0.03377212161722443,0.04748287892884312,0.011268156973473432,0.018083935558138402,0.03585657962157279,0.18208875604908548,-0.017466742217880138,0.043179692761633005,-0.019363309996828566,-0.008928370015454897,0.00018851883423129216,0.03479719453885223,0.3431409051252472,0.1833498163557881,0.2223409910351385,0.29750473932892196,0.4106774772440183,0.8709224634458943,0.2988864985554684,0.1398326157728112,0.1867892431044634,0.2688854404054831,0.3564156801716122,0.7054911820344832,-0.04425440656977873,0.12464579575105215,-0.09503808578590063,-0.02212040751626093,0.021771005482180833,0.20901813162108077
2dof_spline_L600_N100_seed10,2dof,spline,600,100,10,0.06036710296850661,0.12182517649712357,0.013757653262443556,0.026774186189508803,0.05801366699866378,0.6009239174761272,0.04063559937678352,0.06464744813390158,0.010956700116797904,0.01730630319003923,0.040762589560832015,0.30136816270510947,-0.01973150359172308,0.07453085384291358,-0.01925127484349101,-0.0056038863698660655,0.0008585697897316876,0.04458400044276229,0.3485298657758029,0.18506729964008614,0.21135010869548465,0.310016602815714,0.4104198593803849,0.9431339999661583,0.3107726451876689,0.17148210130983008,0.18836852701673393,0.2822635401025405,0.4037297526903005,0.8733196299670509,-0.03775722058813394,0.12723532100098273,-0.08058552206895367,-0.031773181594973054,0.011621861890672845,0.2662972694791986
2dof_spline_L650_N100_seed10,2dof,spline,650,100,10,0.03894561869275704,0.05427863074982371,0.013587775626210932,0.026599788397715637,0.04043454131686391,0.2771341808234389,0.0284694724685276,0.04635848313147903,0.010662814215901392,0.01802108686020596,0.031086923870657313,0.13253263978528954,-0.010476146224229434,0.023115422041155527,-0.016088147177736514,-0.006203134888666435,-0.00011664374283958633,0.029339487085361035,0.340774462251073,0.1578421796798614,0.2253472780305177,0.31612417006711824,0.4156727394432328,0.8281590149845682,0.3137673125652021,0.16324536798802586,0.20379194136570566,0.29343245218261793,0.38723914164489454,0.790828583683932,-0.027007149685870944,0.0937006448028451,-0.08021956312265258,-0.015784992589228705,0.0276309616566337,0.15035671248842686
2dof_spline_L700_N100_seed10,2dof,spline,700,100,10,0.05065092763984933,0.08151359218432372,0.013688480295013641,0.024297916962575335,0.0510636496658706,0.4081318770057686,0.0466466380728987,0.10592046172641127,0.010292742793921023,0.01796742079969372,0.03657208055944973,0.5214540301455548,-0.004004289566950642,0.04225504570309995,-0.014205815952148563,-0.0038429231993840126,0.0034102667580152967,0.20229511723285526,0.3513549403524889,0.16833651253576792,0.22629538249972653,0.3294722891544675,0.4538465182830981,0.8076030984461916,0.32794849225749956,0.17079666999548654,0.19642598522678978,0.2765971314739012,0.4221348375707425,0.7682644366993564,-0.023406448094989405,0.08622020634767595,-0.08603273090885835,-0.022549751755689976,0.019557535393621404,0.20928720110164004
2dof_spline_L750_N100_seed10,2dof,spline,750,100,10,0.06210316546677507,0.11225611968041943,0.01363418793190684,0.028118663276261578,0.06268445310585988,0.4088855827774839,0.0438344664356026,0.06996537184373272,0.009312783276614972,0.01734697950938678,0.04209118239687078,0.36281684770010036,-0.018268699031172463,0.07071240364989671,-0.017769921783925533,-0.0057989859879532465,3.626714845894282e-05,0.07232849843408119,0.3398357913169007,0.1563923251660942,0.22847348901380582,0.31411787407826824,0.42906319320101416,0.747158352748646,0.309370341006397,0.15876261072546974,0.19464701835510384,0.27016757013899106,0.3893534310725244,0.7273576938001063,-0.03046545031050373,0.0948765844647107,-0.07840253048939089,-0.023913148779445337,0.013391957013375956,0.1844898147885414
2dof_spline_L800_N100_seed10,2dof,spline,800,100,10,0.06802893636637716,0.1568455641410989,0.012623624417406082,0.02751925282116787,0.058721110130429646,0.4168013711191791,0.05168668506943041,0.10295494392085333,0.010374584373878951,0.0217206744072286,0.044644101677293296,0.45112242993579615,-0.01634225129694676,0.07273861456124302,-0.012062121804807811,-0.004416051972868576,0.001427217275972773,0.10225398892673283,0.3348438403995198,0.14147761382472182,0.21997090614322143,0.3157388302007301,0.4418118800987298,0.6750035585112155,0.2967314575648997,0.12767319511174752,0.2069089304482573,0.27002281665210476,0.36267987486630704,0.5832405257795473,-0.03811238283462013,0.09279087155456262,-0.08608181086009949,-0.017130788126802216,0.01899605424010077,0.12196653694910933
2dof_spline_L850_N100_seed10,2dof,spline,850,100,10,0.041383666284703746,0.04594468151400822,0.015223179450552687,0.029195399993728662,0.04590938750337694,0.15832917240811314,0.03290555358722557,0.040281874057731884,0.011203133690182368,0.020951576036521355,0.03807437420140977,0.14734037006944367,-0.008478112697478177,0.01955014629107765,-0.01234678075250057,-0.004960324640614813,0.001296246514661436,0.02217095957299773,0.334564190576409,0.1482096724408661,0.23315369470880476,0.307993551141731,0.4150854397098197,0.7195550402731762,0.3128302566625243,0.1429733296983832,0.20506211198606872,0.290092871389779,0.396018958171051,0.6652160325951637,-0.021733933913884725,0.06903224418444798,-0.05600345626302413,-0.013269503663914856,0.017615098103696505,0.11178096898986928
2dof_spline_L900_N100_seed10,2dof,spline,900,100,10,0.0475131517822884,0.06267030607237714,0.016349229647728933,0.029957839721085733,0.04753513867309375,0.2891805164173537,0.03748702851159771,0.06813996484853588,0.012013849001839707,0.021472691662772818,0.03457372978323081,0.25995521927662935,-0.0100261232706907,0.03459771277272094,-0.011616085644155883,-0.005653588018991755,7.01103410558953e-05,0.04045236578535116,0.342303143106093,0.13352228202186328,0.2524064109400166,0.3175027070146039,0.42617610552738305,0.6399014907464932,0.32022272801501833,0.12968565838931928,0.24016444348341787,0.29256187289260716,0.4023201212599134,0.6816068769021505,-0.022080415091074702,0.07672447972270516,-0.05207016570148704,-0.021270524285061043,0.023125016344049648,0.1515178092709819
2dof_spline_L950_N100_seed10,2dof,spline,950,100,10,0.04939178586837955,0.07355777709130405,0.013442966547886563,0.0272898712467951,0.05322546161063547,0.3204153083614363,0.03626053814619456,0.04535645592364303,0.011542727801637773,0.021402862967406143,0.04080003472810756,0.22891079136318934,-0.013131247722184998,0.038799187590016215,-0.011310896562576745,-0.004517880637207877,0.0005170557343593062,0.03320487463132444,0.3355864080825192,0.153520439719863,0.22487070435569306,0.3160579756651872,0.4359997071310966,0.7456257064187626,0.3133182224302629,0.15221772408102732,0.20773701131021666,0.26613482234548347,0.3946973605541074,0.7259585677369387,-0.02226818565225629,0.0698089559000449,-0.05722691313848617,-0.01974143621936153,0.015297875926393263,0.10760814503740504
2dof_spline_L1000_N100_seed10,2dof,spline,1000,100,10,0.06719152663591292,0.12906926061038032,0.017332267879672687,0.03252284347915112,0.049356719556566925,0.5844578610723717,0.05361587030292059,0.11435576618363201,0.013974690413721014,0.024627170542088694,0.04443730363776545,0.6362232673294624,-0.013575656332992332,0.05996075413160443,-0.014493473588072315,-0.004022691900270705,0.0016588310561035323,0.056089753526474655,0.3426426982194599,0.14923306763275906,0.2337597368361796,0.3115161574990768,0.4309580036582945,0.7257741681208831,0.31953386320157007,0.14212276555081577,0.2071206993493122,0.2986210314551845,0.40767346773922397,0.7240717154106479,-0.0231088350178898,0.061798210194677204,-0.05779335057279758,-0.018565978872701117,0.017729396835383632,0.0897343001523411
