trajectory_length,unguided_mse_qpos_mean,unguided_mse_qpos_std,unguided_mse_mom_mean,unguided_mse_mom_std,unguided_mse_total_mean,unguided_mse_total_std,unguided_mse_energy_mean,unguided_mse_energy_std,guided_mse_qpos_mean,guided_mse_qpos_std,guided_mse_mom_mean,guided_mse_mom_std,guided_mse_total_mean,guided_mse_total_std,guided_mse_energy_mean,guided_mse_energy_std
1050,0.01750946394090743,0.061596538981621124,0.34341451533928324,0.8923341939351433,0.36092397928019065,0.9319357058114738,0.2659033,1.1836494,0.017200229033937538,0.06108468783095564,0.3311078342330469,0.9968452268579373,0.34830806326698444,1.0363584514796567,0.27000707,1.4725068
1100,0.025641197619334838,0.0881115789209186,0.5393474104035363,1.0661537731523256,0.5649886080228712,1.1199261827003921,0.31422204,0.94429415,0.024065964372563198,0.09912063917244274,0.48892827205839706,0.9780597851308627,0.5129942364309602,1.0399524698389793,0.27298626,0.6825346
1150,0.03390694545510381,0.07437424346044727,0.8048250259560096,1.3024301945681522,0.8387319714111133,1.3552352430413133,0.47198465,1.1986135,0.03099513456578572,0.06903450040910426,0.7674063093507744,1.281840634196777,0.7984014439165601,1.3312945444247473,0.44532368,1.1785711
1200,0.051852525594749115,0.10914873037154306,1.2420680776090014,1.7983436271458233,1.2939206032037505,1.8756418441611666,0.7095869,1.3167518,0.04759045259318491,0.10824669836087895,1.137630291301637,1.6721556183735007,1.185220743894822,1.7484519920907797,0.653911,1.1193485
1250,0.07296550946271177,0.13421998235577404,1.914231751587223,2.574629184708759,1.9871972610499349,2.67850914880297,1.1181403,1.8221377,0.06687268070800145,0.12150285308523522,1.782019232327302,2.388275355636554,1.8488919130353036,2.480988370262177,1.0576509,1.822297
1300,0.10650391220768257,0.16570203539962655,2.951135814926296,3.7749403542189435,3.057639727133979,3.9059943969732984,1.7511349,2.9380627,0.09730617757655341,0.1529727823245663,2.730180875972411,3.3965643608827536,2.8274870535489645,3.5152387739313635,1.631282,2.7826178
1350,0.1632777619242753,0.28056433535132447,4.264510579811488,5.082385279036779,4.427788341735765,5.285728507298816,3.657651,33.20856,0.1461862959037513,0.212547264071267,4.040681193285135,4.686821175532855,4.186867489188886,4.86149044438821,2.5099301,4.1961293
1400,0.19700747460487067,0.3084400227968751,5.331455861091422,5.727937058639936,5.528463335696293,5.9476049472288395,8.916718,180.55354,0.18592815841669938,0.25827105187621824,5.162355045188571,5.480296823936241,5.34828320360527,5.687683754894299,3.1293404,4.064145
1450,0.2696683147661841,0.4206986107596358,6.796367710758614,6.727210676171915,7.066036025524797,7.01041695888678,5.0952477,29.039278,0.25090364740559884,0.3480976729989749,6.569076387753934,6.581064883241835,6.819980035159533,6.8517079874717215,4.12549,6.8316054
1500,0.2865958874561834,0.37268288266292726,7.7025679211119185,7.226942766101852,7.989163808568103,7.534929977321283,4.326361,7.1812067,0.26585215227539966,0.3474360031885529,7.304919756675718,6.962462296858248,7.570771908951118,7.2539764834255465,4.1304746,5.96561
