model,candidate_id,policy,length,seed,med_ung_nrmse_q,med_gui_nrmse_q,med_ung_nrmse_p,med_gui_nrmse_p,ratio_q,ratio_p,prob_q,prob_p
dpf,mode=robust_hamres|steps=50|after=15|before=20|alpha_q=0.005|alpha_p=0.005|trust=0.001|ham_sigma=0.5|ham_delta=2.0,sinusoidal,700,11,0.09339681385428472,0.05501185305487655,0.05057060499312888,0.02635114239811845,0.5890120956449821,0.5210762734932443,0.75,0.6666666666666666
dpf,mode=one_step|steps=50|after=10|before=20|alpha_q=0.01|alpha_p=0.01|trust=0.001,sinusoidal,700,11,0.09339681385428472,0.081996267676611,0.05057060499312888,0.032124238508896064,0.8779343137394328,0.6352354003528501,0.5833333333333334,0.6666666666666666
dpf,mode=robust_hamres|steps=50|after=10|before=20|alpha_q=0.01|alpha_p=0.01|trust=0.0|ham_sigma=1.0|ham_delta=2.0,sinusoidal,700,11,0.09339681385428472,0.04131646838266696,0.05057060499312888,0.025168770981890395,0.4423755659066469,0.49769566698500284,0.8333333333333334,0.9166666666666666
dpf,mode=robust_hamres|steps=50|after=10|before=20|alpha_q=0.005|alpha_p=0.005|trust=0.0|ham_sigma=0.5|ham_delta=2.0,sinusoidal,700,11,0.09339681385428472,0.05771589476598768,0.05057060499312888,0.026895956812877913,0.6179642793386348,0.5318496153354763,0.75,0.6666666666666666
dpf,mode=robust_hamres|steps=30|after=15|before=20|alpha_q=0.005|alpha_p=0.005|trust=0.001|ham_sigma=0.5|ham_delta=2.0,sinusoidal,700,11,0.09339681385428472,0.07843786121466563,0.05057060499312888,0.03392917339779616,0.8398344437856556,0.6709267844908356,0.5833333333333334,0.5
dpf,mode=robust_hamres|steps=50|after=10|before=20|alpha_q=0.01|alpha_p=0.01|trust=0.001|ham_sigma=0.5|ham_delta=2.0,sinusoidal,700,11,0.09339681385428472,0.055738053561535,0.05057060499312888,0.02903173857118168,0.5967875269117431,0.5740832757513238,0.6666666666666666,0.9166666666666666
dpf,mode=robust_hamres|steps=30|after=10|before=20|alpha_q=0.01|alpha_p=0.01|trust=0.0|ham_sigma=1.0|ham_delta=2.0,sinusoidal,1000,10,0.2770705934354327,0.23075160783576082,0.159907080186257,0.15255830485825334,0.832826049760976,0.9540434649957718,0.5833333333333334,0.5833333333333334
dpf,mode=one_step|steps=30|after=15|before=20|alpha_q=0.01|alpha_p=0.01|trust=0.0,sinusoidal,1000,10,0.2770705934354327,0.21718298312062925,0.159907080186257,0.14328533342724806,0.7838543254545727,0.8960537160728079,0.9166666666666666,0.75
dpf,mode=robust_hamres|steps=30|after=15|before=20|alpha_q=0.01|alpha_p=0.01|trust=0.0|ham_sigma=0.5|ham_delta=2.0,sinusoidal,1000,10,0.2770705934354327,0.2402070224447151,0.159907080186257,0.15331407404261937,0.8669524234468854,0.9587697671925584,0.5833333333333334,0.5
dpf,mode=robust_hamres|steps=50|after=15|before=20|alpha_q=0.005|alpha_p=0.005|trust=0.0|ham_sigma=1.0|ham_delta=1.0,sinusoidal,1000,10,0.2770705934354327,0.2565036296819444,0.159907080186257,0.1544191895510983,0.9257699509050167,0.9656807526673209,0.6666666666666666,0.5833333333333334
dpf,mode=one_step|steps=30|after=15|before=20|alpha_q=0.01|alpha_p=0.01|trust=0.001,sinusoidal,1000,10,0.2770705934354327,0.21718443823456512,0.159907080186257,0.14328440554303778,0.7838595772350587,0.8960479134266137,0.9166666666666666,0.75
